"","FID_","LINK_ID","F_NODE","T_NODE","ROAD_USE","LANES","ROAD_RANK","ROAD_NAME","MULTI_LINK","CONNECT","MAX_SPD","REST_VEH","REST_W","REST_H","REMARK","USER_ID","WORKSTATE","DEPT_CODE","STNL_REG","ROAD_TYPE","ROAD_NO","TMPID","UPLOAD_ID","SOSFNODEID","SOSTNODEID","SHAPE_STLe"
"114",NA,2.01587721150762e-314,2.0158397119251e-314,2.01583966251853e-314,0,1,107,"-",0,0,30,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP405","TEMP404",42.9190405649
"115",NA,2.01587726091418e-314,2.01583837794786e-314,2.01583842735442e-314,0,1,107,"-",0,0,50,0,43200,0,"가시교","",5,49000,408,3,"-","NTIC_0609","","TEMP362","TEMP361",20.8271782237
"116",NA,2.01587731032075e-314,2.01583842735442e-314,2.01583837794786e-314,0,1,107,"-",0,0,50,0,43200,0,"가시교","",5,49000,408,3,"-","NTIC_0609","","TEMP361","TEMP362",20.827265924
"117",NA,2.01587735972731e-314,2.01583931667258e-314,2.01579692584017e-314,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP417","",232.156060217
"118",NA,2.01587740913388e-314,2.01579692584017e-314,2.01583931667258e-314,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0611_S","","","TEMP417",232.156201466
"119",NA,2.01587745854044e-314,2.01584153996799e-314,2.01584149056142e-314,0,1,107,"-",0,0,60,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP163","TEMP164",68.0121706076
"120",NA,2.01587750794701e-314,2.01584149056142e-314,2.01584153996799e-314,0,1,107,"-",0,0,60,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP164","TEMP163",68.0121706076
"121",NA,2.01088146672969e-314,2.01087425337127e-314,2.01087440159096e-314,0,1,107,"-",0,0,30,0,0,0,"","",5,49000,407,0,"-","NTIC_0609","","TEMP620","TEMP619",83.2495710643
"122",NA,2.01088868008812e-314,2.01087440159096e-314,2.01087425337127e-314,0,1,107,"-",0,0,30,0,0,0,"","",5,49000,407,0,"-","NTIC_0609","","TEMP619","TEMP620",83.2496310229
"123",NA,2.01088872949469e-314,2.01085587412924e-314,2.0108735122728e-314,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,407,0,"-","NTIC_0611_S","","","TEMP226",136.873616239
"124",NA,2.01088877890125e-314,2.0108735122728e-314,2.01085587412924e-314,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,407,0,"-","NTIC_0609","","TEMP226","",144.761339903
"125",NA,2.0158815592853e-314,2.01583630287214e-314,2.0158366487181e-314,0,1,107,"-",0,0,50,0,0,0,"","",5,49000,408,0,"-","NTIC_0609","","TEMP461","TEMP462",188.972889139
